3.6525309	-0.0154301	-0.3432448	0.0033115	0.4811810	-415.5103921	-0.0154301	0.0218559	0.0126631	0.0561913	0.0557846	0.1119759	0.0004068
3.7025635	-0.0138519	-0.2600582	0.0032458	-0.5241615	-415.5103921	-0.0138519	0.0217244	0.0113995	0.0561698	0.0555959	0.1117658	0.0005739
3.7525961	-0.0239790	-0.1912730	0.0033773	-0.3873802	-415.5103921	-0.0239790	0.0219874	0.0100757	0.0563039	0.0561560	0.1124599	0.0001478
3.8026286	-0.0250969	-0.1389936	0.0031143	0.6384795	-415.5103921	-0.0250969	0.0221847	0.0099754	0.0564366	0.0561858	0.1126224	0.0002508
3.8526612	-0.0141807	-0.1085466	0.0030485	0.0366418	-415.5103921	-0.0141807	0.0217902	0.0107175	0.0562287	0.0560106	0.1122393	0.0002182
3.9026938	-0.0094460	-0.0931587	0.0028512	0.2076184	-415.5103921	-0.0094460	0.0220532	0.0100356	0.0563245	0.0561878	0.1125123	0.0001367
3.9527264	-0.0131285	-0.0897392	0.0029827	0.8641686	-415.5103921	-0.0131285	0.0221190	0.0135857	0.0561214	0.0560303	0.1121516	0.0000911
4.0027590	-0.0131285	-0.0930930	0.0027197	-0.0659442	-415.5103921	-0.0131285	0.0215929	0.0134052	0.0566135	0.0563825	0.1129960	0.0002311
4.0527915	-0.0110900	-0.0976962	0.0035746	-0.5036443	-415.5103921	-0.0110900	0.0216586	0.0113794	0.0567629	0.0567165	0.1134794	0.0000465
4.1028241	-0.0105639	-0.1078233	0.0035088	0.7137092	-415.5103921	-0.0105639	0.0223162	0.0107376	0.0569246	0.0568049	0.1137295	0.0001197
4.1528567	-0.0165481	-0.1153199	0.0029170	-0.9550225	-415.5103921	-0.0165481	0.0215271	0.0105972	0.0564936	0.0563951	0.1128888	0.0000985
4.2029147	-0.0285822	-0.1250524	0.0035746	-0.2437599	-415.5103921	-0.0285822	0.0219874	0.0116602	0.0563365	0.0561796	0.1125161	0.0001570
4.2529473	-0.0218746	-0.1369550	0.0025882	0.8299733	-415.5103921	-0.0218746	0.0221847	0.0107175	0.0565916	0.0563676	0.1129592	0.0002240
